provider_code	provider_name	dataset_code	dataset_name	nb_series
NBS	National Bureau of Statistics of China	A_A0Q0L02	Number of Printed Copies	28
NBS	National Bureau of Statistics of China	A_A0Q0L03	Number of Printed Sheets	28
NBS	National Bureau of Statistics of China	A_A0Q0M	Number of Books, Magazines and Newspapers Published in China	12
NBS	National Bureau of Statistics of China	A_A0Q0N	Number of Books Published for Children and Textbooks	6
NBS	National Bureau of Statistics of China	A_A0Q0O	Publication of Textbooks	40
NBS	National Bureau of Statistics of China	A_A0Q0P	Statistics on Number of Publication of Video Products	17
NBS	National Bureau of Statistics of China	A_A0Q0Q	Number of Publication of Audio Products	17
NBS	National Bureau of Statistics of China	A_A0Q0R	Statistics on Kinds of Electronic Publications	16
NBS	National Bureau of Statistics of China	A_A0Q0S	Statistics on Imports and Exports of Books, Magazines and Newspapers	40
NBS	National Bureau of Statistics of China	A_A0Q0T	Statistics on Audio Products and Electronic Publications	32
NBS	National Bureau of Statistics of China	A_A0Q0U	Registration of Copyright Contracts	9
NBS	National Bureau of Statistics of China	A_A0Q0V01	Total Number of Copyright Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V02	Total Number of Copyright of Books Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V03	Total Number of Copyright of Audio Products Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V04	Total Number of Copyright of Video Products Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V05	Total Number of Copyright of Electronic Publications Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V06	Total Number of Copyright of Software Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V07	Total Number of Copyright of Films Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V08	Total Number of Copyright of TV Programs Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V09	Total Number of Copyrights of Others Import	14
NBS	National Bureau of Statistics of China	A_A0Q0V0A	Total Number of Copyright Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0B	Total Number of Copyright of Books Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0C	Total Number of Copyright of Audio Products Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0D	Total Number of Copyright of Video Products Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0E	Total Number of Copyright of Electronic Publications Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0F	Total Number of Copyright of Software Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0G	Total Number of Copyright of Films Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0H	Total Number of Copyright of TV Programs Export	14
NBS	National Bureau of Statistics of China	A_A0Q0V0I	Total Number of Copyrights of Others Export	14
NBS	National Bureau of Statistics of China	A_A0Q0W	Number of Issuing Institutions and Spots of Publication	10
NBS	National Bureau of Statistics of China	A_A0Q0X	Conditions of Printing	7
NBS	National Bureau of Statistics of China	A_A0Q0Y	Statistics on Archive Institutions and Personnel	14
NBS	National Bureau of Statistics of China	A_A0Q0Z0101	Engaged Persons of Cultural Industry by Industry Type at Year-end	4
NBS	National Bureau of Statistics of China	A_A0Q0Z0102	Engaged Persons of Cultural Industry by Sector at Year-end	9
NBS	National Bureau of Statistics of China	A_A0Q0Z0201	Total Assets of Cultural Industry by Industry Type	4
NBS	National Bureau of Statistics of China	A_A0Q0Z0202	Total Assets of Cultural Industry by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q0Z0301	Total Revenue of Cultural Industry by Industry Type	4
NBS	National Bureau of Statistics of China	A_A0Q0Z0302	Total Revenue of Cultural Industry by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100101	Number of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100102	Number of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100103	Number of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100201	Engaged Persons of Cultural Enterprises above Designated Size by Status of Registration at Year-end	4
NBS	National Bureau of Statistics of China	A_A0Q100202	Engaged Persons of Cultural Enterprises above Designated Size by Holding Type at Year-end	6
NBS	National Bureau of Statistics of China	A_A0Q100203	Engaged Persons of Cultural Enterprises above Designated Size by Sector at Year-end	9
NBS	National Bureau of Statistics of China	A_A0Q100301	Total Assets of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100302	Total Assets of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100303	Total Assets of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100401	Total Revenue of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100402	Total Revenue of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100403	Total Revenue of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100501	Taxes and Other Charges of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100502	Taxes and Other Charges of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100503	Taxes and Other Charges of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100601	Operating Profits of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100602	Operating Profits of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100603	Operating Profits of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q100701	Value-added Tax Payable of Cultural Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q100702	Value-added Tax Payable of Cultural Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q100703	Value-added Tax Payable of Cultural Enterprises above Designated Size by Sector	9
NBS	National Bureau of Statistics of China	A_A0Q110101	Number of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110102	Number of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q110201	Engaged Persons of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration at Year-end	4
NBS	National Bureau of Statistics of China	A_A0Q110202	Engaged Persons of Culture-Related Manufacture Enterprises above Designated Size by Holding Type at Year-end	6
NBS	National Bureau of Statistics of China	A_A0Q110301	Total Assets of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110302	Total Assets of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q110401	Total Revenue of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110402	Total Revenue of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q110501	Taxes and Other Charges of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110502	Taxes and Other Charges of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q110601	Operating Profits of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110602	Operating Profits of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q110701	Value-added Tax Payable of Culture-Related Manufacture Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q110702	Value-added Tax Payable of Culture-Related Manufacture Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120101	Number of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120102	Number of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120201	Engaged Persons of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration at Year-end	4
NBS	National Bureau of Statistics of China	A_A0Q120202	Engaged Persons of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type at Year-end	6
NBS	National Bureau of Statistics of China	A_A0Q120301	Total Assets of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120302	Total Assets of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120401	Total Revenue of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120402	Total Revenue of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120501	Taxes and Other Charges of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120502	Taxes and Other Charges of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120601	Operating Profits of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120602	Operating Profits of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q120701	Value-added Tax Payable of Culture-Related Wholesale and Retail Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q120702	Value-added Tax Payable of Culture-Related Wholesale and Retail Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130101	Number of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130102	Number of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130201	Engaged Persons of Culture-Related Service Enterprises above Designated Size by Status of Registration at Year-end	4
NBS	National Bureau of Statistics of China	A_A0Q130202	Engaged Persons of Culture-Related Service Enterprises above Designated Size by Holding Type at Year-end	6
NBS	National Bureau of Statistics of China	A_A0Q130301	Total Assets of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130302	Total Assets of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130401	Total Revenue of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130402	Total Revenue of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130501	Taxes and Other Charges of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130502	Taxes and Other Charges of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130601	Operating Profits of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130602	Operating Profits of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q130701	Value-added Tax Payable of Culture-Related Service Enterprises above Designated Size by Status of Registration	4
NBS	National Bureau of Statistics of China	A_A0Q130702	Value-added Tax Payable of Culture-Related Service Enterprises above Designated Size by Holding Type	6
NBS	National Bureau of Statistics of China	A_A0Q14	Institutions and Engaged Persons of Press Publication Industry	2
NBS	National Bureau of Statistics of China	A_A0Q15	Basic?Statistics?on?Purchase,Sales?and?Stock?of?Publications	3
NBS	National Bureau of Statistics of China	A_A0Q16	Basic?Statistics?on?Registration?of?Original?Products	8
NBS	National Bureau of Statistics of China	A_A0R0101	Number of Institutions in Physical Education System	70
NBS	National Bureau of Statistics of China	A_A0R0102	Number of Engaged Persons of Physical Education System	70
NBS	National Bureau of Statistics of China	A_A0R02	World Championships Won by Chinese Athletes	6
NBS	National Bureau of Statistics of China	A_A0R03	World Records Chalked up by Chinese Athletes by Events	31
NBS	National Bureau of Statistics of China	A_A0R04	Certified Athletes by Technical Grade	10
NBS	National Bureau of Statistics of China	A_A0R0501	Number of Certified Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0502	Number of Certified Female Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0503	Number of Certified International Master of Sports by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0504	Number of Certified Female International Master of Sports by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0505	Number of Certified Master of Sports by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0506	Number of Certified Female Master of Sports by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0507	Number of Certified First Grade Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0508	Number of Certified First Grade Female Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R0509	Number of Certified Second Grade Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R050A	Number of Certified Second Grade Female Athletes by Type of Sports	94
NBS	National Bureau of Statistics of China	A_A0R06	Certified Coaches by Grade	10
NBS	National Bureau of Statistics of China	A_A0S01	Number of Deputies to All the Previous National People's Congresses	3
NBS	National Bureau of Statistics of China	A_A0S02	Number of Deputies to All the Previous Chinese People's Political Consultative Conferences	3
NBS	National Bureau of Statistics of China	A_A0S03	Cadres of the Women's Federation	31
NBS	National Bureau of Statistics of China	A_A0S04	Basic Statistics on Trade Unions	6
NBS	National Bureau of Statistics of China	A_A0S05	The Disposal of Labor Disputes	19
NBS	National Bureau of Statistics of China	A_A0S06	Basic Statistics on Lawyers, Notarization and Mediation	22
NBS	National Bureau of Statistics of China	A_A0S0701	Notarized Documents on Economic Affairs	28
NBS	National Bureau of Statistics of China	A_A0S0702	Number of Notarized Documents Issued, Notarized Documents on Civil Legal Relations	27
NBS	National Bureau of Statistics of China	A_A0S08	Foreign-Related Notarial Documents by Type	27
NBS	National Bureau of Statistics of China	A_A0S09	Number of Civil Disputes Mediated by Type	5
NBS	National Bureau of Statistics of China	A_A0S0A	Basic Statistics of Termers in Custody	5
NBS	National Bureau of Statistics of China	A_A0S0B	Number of Criminal Cases Registered in Public Security Organs and Its Composition	11
NBS	National Bureau of Statistics of China	A_A0S0C01	Number of Cases Accepted to be Treated	21
NBS	National Bureau of Statistics of China	A_A0S0C02	Number of Cases Investigated to be Treated	21
NBS	National Bureau of Statistics of China	A_A0S0C03	Number of Cases Accepted per 10000 Population	21
NBS	National Bureau of Statistics of China	A_A0S0D01	Number of Traffic Accidents	11
NBS	National Bureau of Statistics of China	A_A0S0D02	Number of Deaths on Traffic Accidents	9
NBS	National Bureau of Statistics of China	A_A0S0D03	Number of Injuries on Traffic Accidents	11
NBS	National Bureau of Statistics of China	A_A0S0D04	Direct Property Losses on Traffic Accidents	11
NBS	National Bureau of Statistics of China	A_A0S0E01	Number of Fire Accidents	5
NBS	National Bureau of Statistics of China	A_A0S0E02	Number of Deaths on Fire Accidents	5
NBS	National Bureau of Statistics of China	A_A0S0E03	Number of Injuries on Fire Accidents	5
NBS	National Bureau of Statistics of China	A_A0S0E04	Direct Econmic Losses on Fire Accidents	5
NBS	National Bureau of Statistics of China	A_A0S0E05	Average Loss of Fire	5
NBS	National Bureau of Statistics of China	A_A0S0E06	Average Number of Fires per 100 Thousand People	1
NBS	National Bureau of Statistics of China	A_A0S0F01	Number of Cases Accepted by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0F02	Number of Cases Registered by People's Procuratorate	26
NBS	National Bureau of Statistics of China	A_A0S0F03	Person of Cases Registered by People's Procuratorate	26
NBS	National Bureau of Statistics of China	A_A0S0F04	Number of Cases Settled by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0F05	Person of Cases Settled by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0G01	Number of Arrests under Public Prosecution Approved by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0G02	Person of Arrests under Public Prosecution Approved by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0G03	Number of Public Prosecutions Approved by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0G04	Person of Public Prosecutions Approved by People's Procuratorate	13
NBS	National Bureau of Statistics of China	A_A0S0H01	Numer of Cases of Appeals Accepted by People's Procuratorate	12
NBS	National Bureau of Statistics of China	A_A0S0H02	Number of Cases of Appeals Registered for Reinvestigation by People's Procuratorate	12
NBS	National Bureau of Statistics of China	A_A0S0H03	Number of Cases of Appeals Settled by People's Procuratorate	24
NBS	National Bureau of Statistics of China	A_A0S0I01	Number of Cases of Summary Procedure Applied	5
NBS	National Bureau of Statistics of China	A_A0S0I02	Number of Cases of Public Prosecutions Appearing in Court by People's Procuratorate	5
NBS	National Bureau of Statistics of China	A_A0S0I03	Number of Cases of Public Prosecutions Appearing in Court by People's Procuratorate in First Instance	5
NBS	National Bureau of Statistics of China	A_A0S0I04	Number of Cases of Public Prosecutions Appearing in Court by People's Procuratorate in Second Instance	5
NBS	National Bureau of Statistics of China	A_A0S0I05	Number of Appeal Cases of Public Prosecutions Appearing in Court by People's Procuratorate in Second Instance	5
NBS	National Bureau of Statistics of China	A_A0S0I06	Number of Procuratoral Appeal Cases of Public Prosecutions Appearing in Court by People's Procuratorate in Second Instance	5
NBS	National Bureau of Statistics of China	A_A0S0I07	Number of Retrial Cases of Public Prosecutions Appearing in Court by People's Procuratorate	5
NBS	National Bureau of Statistics of China	A_A0S0J01	Number of Cases of Presenting Procuratoral Appeal by People's Procuratorate	9
NBS	National Bureau of Statistics of China	A_A0S0J02	Number of Cases of Withdrawing Procuratoral Appeal by People's Procuratorate	9
NBS	National Bureau of Statistics of China	A_A0S0J03	Number of Cases of Result of Judgement by People's Procuratorate	9
NBS	National Bureau of Statistics of China	A_A0S0J04	Number of Cases of Revising Judgment by People's Procuratorate	9
NBS	National Bureau of Statistics of China	A_A0S0J05	Number of Cases of Affirming Original Judgment by People's Procuratorate	9
NBS	National Bureau of Statistics of China	A_A0S0J06	Number of Cases of Remanding for Retrial	9
NBS	National Bureau of Statistics of China	A_A0S0K01	Cases of Civil and Administrative Appeals Handled by People's Procuratorate	11
NBS	National Bureau of Statistics of China	A_A0S0K02	Civil Cases by People's Procuratorate	11
NBS	National Bureau of Statistics of China	A_A0S0K03	Administrative Cases by People's Procuratorate	11
NBS	National Bureau of Statistics of China	A_A0S0L	Cases of Reporting, Accusation and Petition Handled by People's Procuratorate	16
NBS	National Bureau of Statistics of China	A_A0S0M01	Written Rectification by People's Procuratorate	12
NBS	National Bureau of Statistics of China	A_A0S0M02	Rectified by People's Procuratorate	12
NBS	National Bureau of Statistics of China	A_A0S0N	First Trial Cases by Courts	6
NBS	National Bureau of Statistics of China	A_A0S0O01	Number of Criminal Cases Accepted by Courts	11
NBS	National Bureau of Statistics of China	A_A0S0O02	Number of Criminal Cases Settled by Courts	11
NBS	National Bureau of Statistics of China	A_A0S0P	Criminal Offenders Heard by Courts	4
NBS	National Bureau of Statistics of China	A_A0S0Q01	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Accepted by Courts	11
NBS	National Bureau of Statistics of China	A_A0S0Q02	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts	11
NBS	National Bureau of Statistics of China	A_A0S0Q03	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts, Mediation	11
NBS	National Bureau of Statistics of China	A_A0S0Q04	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts, Judgement	11
NBS	National Bureau of Statistics of China	A_A0S0Q05	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts, Reject	11
NBS	National Bureau of Statistics of China	A_A0S0Q06	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts, Withdrawal	11
NBS	National Bureau of Statistics of China	A_A0S0Q07	Number of First Trial Civil Cases of Marriage, Family Affairs and Inheritance Settled by Courts, Other	11
NBS	National Bureau of Statistics of China	A_A0S0R01	Number of First Trial Cases of Contract Disputes Accepted by Courts	12
NBS	National Bureau of Statistics of China	A_A0S0R02	Number of First Trial Cases of Contract Disputes Settled by Courts	12
NBS	National Bureau of Statistics of China	A_A0S0R03	Number of First Trial Cases of Contract Disputes Settled by Courts, Mediation	12
NBS	National Bureau of Statistics of China	A_A0S0R04	Number of First Trial Cases of Contract Disputes Settled by Courts, Judgement	12
NBS	National Bureau of Statistics of China	A_A0S0R05	Number of First Trial Cases of Contract Disputes Settled by Courts, Reject	12
NBS	National Bureau of Statistics of China	A_A0S0R06	Number of First Trial Cases of Contract Disputes Settled by Courts, Withdrawal	12
NBS	National Bureau of Statistics of China	A_A0S0R07	Number of First Trial Cases of Contract Disputes Settled by Courts, Other	12
NBS	National Bureau of Statistics of China	A_A0S0S01	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Accepted by Courts	9
NBS	National Bureau of Statistics of China	A_A0S0S02	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts	9
NBS	National Bureau of Statistics of China	A_A0S0S03	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts, Mediation	9
NBS	National Bureau of Statistics of China	A_A0S0S04	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts, Judgement	9
NBS	National Bureau of Statistics of China	A_A0S0S05	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts, Reject	9
NBS	National Bureau of Statistics of China	A_A0S0S06	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts, Withdrawal	9
NBS	National Bureau of Statistics of China	A_A0S0S07	Number of First Trial Cases of Disputes of Right, Infringement of Right and Other Civil Affairs Settled by Courts, Other	9
NBS	National Bureau of Statistics of China	A_A0S0T01	Number of First Trial Administrative Cases Accepted by Courts	13
NBS	National Bureau of Statistics of China	A_A0S0T02	Number of First Trial Administrative Cases Settled by Courts	13
NBS	National Bureau of Statistics of China	A_A0S0T03	Number of First Trial Administrative Cases Settled by Courts, Affirmation of Original Judgement	13
NBS	National Bureau of Statistics of China	A_A0S0T04	Number of First Trial Administrative Cases Settled by Courts, Cancel	13
NBS	National Bureau of Statistics of China	A_A0S0T05	Number of First Trial Administrative Cases Settled by Courts, Reject	13
NBS	National Bureau of Statistics of China	A_A0S0T06	Number of First Trial Administrative Cases Settled by Courts, Withdrawal	13
NBS	National Bureau of Statistics of China	A_A0S0T07	Number of First Trial Administrative Cases Settled by Courts, Separate Compensation	13
NBS	National Bureau of Statistics of China	A_A0S0T08	Number of First Trial Administrative Cases Settled by Courts, Other	13
NBS	National Bureau of Statistics of China	A_A0S0U	Revenue, Expenses and Balance of Social Insurance Fund	18
NBS	National Bureau of Statistics of China	A_A0S0V	Number of People Participated in Urban Employees Basic Pension Insurance	5
NBS	National Bureau of Statistics of China	A_A0S0W	Basic Statistics of Social Insurance	8
NBS	National Bureau of Statistics of China	A_A0S0X	Urban Employees Basic Pension Insurance	6
NBS	National Bureau of Statistics of China	A_A0S0Y	Unemployment Insurance	5
NBS	National Bureau of Statistics of China	A_A0S0Z	Urban Basic Medical Care Insurance	14
NBS	National Bureau of Statistics of China	A_A0S10	Work Injury Insurance	14
NBS	National Bureau of Statistics of China	A_A0S11	Maternity Insurance	5
NBS	National Bureau of Statistics of China	A_A0S12	Statistics on New Rural Old-age Insurance	5
NBS	National Bureau of Statistics of China	A_A0S13	STATISTICS ON BASIC PENSION INSURANCE FOR URBAN AND RURAL RESIDENTS	5
NBS	National Bureau of Statistics of China	M_A010101	Consumer Price Indices by Category(The same month _last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010102	Consumer Price Indices by Category(The same month last _year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010103	Consumer Price Indices (The same month last year=100), _Food	15
NBS	National Bureau of Statistics of China	M_A010104	Urban Household Consumer Price Indices by Category(The _same month last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010105	Urban Household Consumer Price Indices by Category _(The same month last year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010106	Urban Household Consumer Price Index (The same month _last year=100), Food	8
NBS	National Bureau of Statistics of China	M_A010107	Rural Household Consumer Price Indices by Category(The _same month last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010108	Rural Household Consumer Price Indices (The same month _last year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010109	Rural Household Consumer Price Index (The same month _last year=100), Food	8
NBS	National Bureau of Statistics of China	M_A01010A	Consumer Price Indices (The same month last year=100), Clothing	2
NBS	National Bureau of Statistics of China	M_A01010B	Consumer Price Indices (The same month last year=100), Residence	2
NBS	National Bureau of Statistics of China	M_A01010C	Consumer Price Indices (The same month last year=100), Articles for Daily Use and Services	2
NBS	National Bureau of Statistics of China	M_A01010D	Consumer Price Indices (The same month last year=100), Transport and Communications	6
NBS	National Bureau of Statistics of China	M_A01010E	Consumer Price Indices (The same month last year=100), Education, Culture and Recreation	2
NBS	National Bureau of Statistics of China	M_A01010F	Consumer Price Indices (The same month last year=100), Health Care	3
NBS	National Bureau of Statistics of China	M_A01010G	Consumer Price Indices by Category(The same month _last year=100)(2021-2025)	13
NBS	National Bureau of Statistics of China	M_A01010H	Urban Household Consumer Price Indices by Category(The _same month last year=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01010I	Rural Household Consumer Price Indices by Category(The _same month last year=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01010J	Consumer Price Indices by Category(The same month _last year=100)(2026-)	13
NBS	National Bureau of Statistics of China	M_A01010K	Urban Household Consumer Price Indices by Category(The _same month last year=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A01010L	Rural Household Consumer Price Indices by Category(The _same month last year=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A010201	Consumer Price Indices by Category(The same period _last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010202	Consumer Price Indices by Category (The same period _last year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010203	Consumer Price Indices (The same period last _year=100), Food	15
NBS	National Bureau of Statistics of China	M_A010204	Urban Household Consumer Price Indices by Category _(The same period last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010205	Urban Household Consumer Price Indices by Category _(The same period last year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010206	Urban Household Consumer Price Index (The same period _last year=100), Food	8
NBS	National Bureau of Statistics of China	M_A010207	Rural Household Consumer Price Indices by Category _(The same period last year=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010208	Rural Household Consumer Price Indices (The same _period last year=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010209	Rural Household Consumer Price Index (The same period _last year=100), Food	8
NBS	National Bureau of Statistics of China	M_A01020A	Consumer Price Indices (The same period last year=100), Clothing	2
NBS	National Bureau of Statistics of China	M_A01020B	Consumer Price Indices (The same period last year=100), Residence	2
NBS	National Bureau of Statistics of China	M_A01020C	Consumer Price Indices (The same period last year=100), Articles for Daily Use and Services	2
NBS	National Bureau of Statistics of China	M_A01020D	Consumer Price Indices (The same period last year=100), Transport and Communications	6
NBS	National Bureau of Statistics of China	M_A01020E	Consumer Price Indices (The same period last year=100), Education, Culture and Recreation	2
NBS	National Bureau of Statistics of China	M_A01020F	Consumer Price Indices (The same period last year=100), Health Care	3
NBS	National Bureau of Statistics of China	M_A01020G	Consumer Price Indices by Category(The same period _last year=100)(2021-2025)	13
